country_name, 1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,
South Korea,NaN,2081.071,2119.835,2147.639,2189.131,2303.208,2371.945,2431.332,2524.283,2628.171,2715.444,2794.463,2868.365,2949.944,2921.812,3000.737,3058.023,3019.062,3094.108,3071.403,2967.980,2917.404,2883.997,2895.099,2943.587,2898.704,2942.276,3014.611,3020.928,2992.019,2879.082,2875.506,2935.030,2897.854,2926.637,2972.708,3011.804,3024.415,2931.934,3044.193,3040.332,3023.930,3020.666,2998.017,3037.874,3046.516,3063.868,3096.843,3152.058,3175.113,3327.000,3332.000,3287.999,3294.000,3327.000,3325.000,3325.000,3377.000,3387.000,3382.000,3378.000,3398.000,
Saudi Arabia,NaN,1675.907,1707.784,1743.079,1766.008,1798.845,1790.370,1807.581,1798.628,1780.477,1793.304,1795.264,1660.891,1575.086,1569.136,1674.113,1786.781,1989.813,2199.778,2517.422,2781.123,2846.544,2896.701,2959.609,2778.358,2776.262,2677.619,2644.773,2875.032,2804.822,2903.048,2879.746,2777.209,2728.407,2677.905,2800.454,2828.616,2845.043,2836.044,2868.952,2908.523,2913.500,2914.385,2964.235,2981.159,3026.840,3043.696,2990.149,2896.312,2828.821,2908.000,2879.999,3027.999,3016.000,3148.999,3202.001,3237.000,3219.000,3215.000,3219.999,3252.000,3250.000,
Sweden,2861.985*,2841.484,2813.535,2805.184,2890.681,2853.560,2869.126,2854.776,2822.724,2809.730,2881.625,2910.821,2863.510,2858.162,2877.491,2920.803,2999.783,2962.087,2931.703,2967.629,2990.726,2962.618,2974.665,2974.600,3040.398,2963.191,2963.047,2890.754,2947.120,2979.357,2976.684,2949.815,3066.329,3156.724,3110.190,3112.153,3060.968,3104.921,3074.231,3120.322,3099.335,3120.928,3127.731,3117.200,3138.870,3114.502,3086.001,3087.222,3129.938,3128.886,3205.003,3218.002,3221.002,3216.998,3241.001,3214.002,3214.999,3203.000,3173.000,3240.999,3265.001,3268.001,
Saint Kitts and Nevis,NaN,1556.415,1639.759,1701.281,1767.179,1818.337,1855.365,1910.934,1965.434,1994.194,2077.416,2000.493,2154.601,2164.065,2279.958,2215.633,2221.918,2246.143,2279.630,2302.046,2361.574,2275.535,2289.798,2353.415,2430.734,2612.426,2636.650,2642.557,2702.523,2633.037,2518.702,2545.190,2510.654,2438.775,2430.322,2517.827,2507.004,2432.637,2385.123,2391.867,2542.073,2538.283,2552.670,2544.860,2539.977,2521.689,2587.420,2608.529,2716.469,2739.040,2622.396,2577.646,2634.675,2665.717,2676.544,2744.622,2831.578,2910.721,2869.378,2829.280,2880.428,2866.736,
Saint Lucia,NaN,1655.562,1712.690,1665.876,1762.101,1728.241,1802.388,1781.037,1829.379,1861.891,1920.472,2030.907,1951.274,1916.651,1893.847,1871.295,1906.995,2092.593,2170.440,2190.291,2118.454,2189.318,2173.452,2160.196,2277.067,2302.297,2356.675,2394.146,2326.805,2375.893,2421.291,2491.701,2605.656,2598.802,2626.051,2574.970,2585.549,2656.330,2617.752,2652.017,2666.322,2583.821,2646.990,2622.838,2628.808,2646.680,2655.085,2627.265,2621.927,2661.703,2593.848,2618.893,2597.715,2565.823,2608.791,2601.733,2618.718,2651.776,2650.940,2668.791,2644.926,2648.808,
Solomon Islands,NaN,1948.631,1956.982,1976.022,2068.524,2023.682,2059.744,2097.606,2082.800,2082.767,2114.215,2081.531,2095.327,2096.234,2158.413,2130.301,2141.085,2165.331,2156.878,2218.159,2177.725,2133.576,2211.790,2189.974,2190.030,2200.899,2171.365,2161.345,2142.354,2112.327,2031.661,2090.595,2088.832,2068.865,2190.645,2278.208,2204.916,2302.630,2281.802,2210.444,2254.576,2228.777,2308.302,2329.474,2331.762,2359.114,2396.042,2359.460,2422.279,2393.311,2430.946,2420.969,2391.954,2363.004,2359.976,2389.961,2394.962,2415.959,2412.967,2400.964,2351.973,2345.983,
Saint Vincent and Grenadines,NaN,1731.242,1885.542,1757.461,1856.340,1886.052,1974.380,1932.417,1990.478,2031.663,2057.211,2094.356,2114.230,2083.950,1980.897,2048.490,2079.359,2105.519,2078.728,2204.947,2239.872,2311.046,2263.880,2259.052,2278.982,2265.170,2269.537,2278.561,2265.081,2199.361,2237.621,2266.236,2245.172,2335.079,2207.099,2200.916,2200.611,2186.648,2246.512,2337.921,2370.019,2350.945,2529.956,2563.495,2624.803,2705.156,2738.620,2785.088,2833.350,2850.717,2925.625,2945.404,2966.314,2994.470,2993.328,3029.630,2988.690,2993.490,2988.517,2960.436,2928.608,2950.717,
Seychelles,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2912.559,2859.634,2884.727,2872.406,2922.523,2972.401,3034.668,3083.455,3101.398,3131.520,3181.548,3186.521,
Spain,2639.316*,2661.176,2789.919,2698.787,2594.908,2657.164,2711.891,2740.804,2747.470,2638.882,2731.273,2762.860,2837.352,2848.307,3077.576,3082.152,3047.729,3004.006,3002.720,3049.495,3116.111,2981.712,3069.907,3045.338,3036.481,3110.006,3097.293,3147.840,3204.549,3236.720,3259.423,3407.896,3394.382,3289.242,3278.006,3185.200,3316.505,3254.660,3284.719,3281.931,3322.175,3314.965,3348.419,3280.272,3227.135,3198.007,3199.045,3181.558,3157.504,3162.575,3199.999,3220.000,3213.999,3238.000,3193.000,3220.000,3299.000,3319.000,3369.000,3372.000,3377.000,3390.000,
Romania,NaN,2826.540,2862.926,2894.169,2901.477,2955.569,3005.672,3008.911,3037.189,3076.719,2921.830,3038.625,3095.810,3127.347,3199.286,3108.835,3269.591,3252.216,3291.289,3229.949,3195.195,3177.561,3010.240,3039.248,3118.819,3080.125,2993.109,2962.620,2987.341,2989.062,3200.363,2987.688,2896.302,3062.760,2989.305,3084.880,3113.817,3104.415,3128.188,3143.349,3208.079,3315.142,3410.425,3477.893,3490.860,3560.345,3619.565,3581.912,3627.861,3617.848,3374.000,3404.999,3355.001,3418.000,3472.001,3531.001,3577.000,3594.999,3620.000,3646.000,3637.000,3665.001,
Rwanda,NaN,1760.234,1904.597,1825.057,1841.795,1862.385,1997.747,2190.740,2099.626,2181.005,2205.949,2173.181,2097.204,2099.396,2058.390,2218.227,2266.358,2292.296,2279.040,2319.805,2309.148,2310.360,2294.752,2266.067,2167.568,2252.348,2131.451,2079.593,1959.593,1986.555,1792.915,1817.640,1616.334,1487.197,1584.147,1806.696,1563.847,1454.273,1575.386,1705.003,1922.489,2036.627,2247.990,2134.514,2072.501,2127.880,2130.197,2140.271,2195.719,2302.319,2122.000,2125.999,2140.000,2145.999,2143.000,2163.999,2193.000,2231.999,2198.000,2198.000,2220.999,2268.000,
Russia,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2926.424,2970.916,2916.723,2893.867,2789.662,2858.703,2863.839,2887.816,2875.396,2952.677,3023.564,3062.590,3112.512,3206.962,3255.525,3321.354,3325.667,3285.033,3297.000,3323.000,3343.000,3321.000,3358.000,3311.000,3325.000,3353.000,3353.000,3347.000,3369.000,3382.000,
Qatar,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3480.998,3507.000,3496.001,
Paraguay,NaN,2153.455,2175.392,2175.981,2283.463,2386.166,2382.723,2385.986,2463.656,2485.624,2532.673,2531.719,2512.243,2530.119,2548.801,2457.128,2540.481,2626.732,2681.628,2618.926,2635.950,2555.916,2628.239,2650.899,2612.559,2726.006,2645.458,2652.434,2618.968,2664.858,2532.705,2500.093,2491.057,2552.540,2659.492,2646.150,2657.386,2711.468,2705.433,2752.388,2702.243,2766.368,2823.166,2899.770,2844.987,2797.373,2848.459,2818.083,2800.323,2813.677,3063.996,3107.001,3045.996,3109.997,3124.997,3085.998,3059.999,3093.997,3103.997,3096.001,3107.995,3124.999,
Poland,3233.480*,3284.186,3288.794,3308.169,3321.533,3376.058,3397.184,3391.946,3405.418,3418.398,3437.702,3447.372,3486.945,3520.429,3529.061,3550.612,3598.362,3586.706,3594.490,3597.275,3589.041,3375.025,3293.900,3370.677,3350.448,3369.565,3433.980,3460.291,3480.975,3497.183,3354.540,3295.548,3368.971,3433.196,3307.012,3326.745,3346.836,3321.603,3382.314,3387.092,3405.376,3390.220,3396.484,3388.090,3347.507,3337.684,3322.279,3334.932,3317.086,3385.971,3369.999,3397.000,3377.000,3324.000,3344.999,3305.000,3381.000,3427.999,3464.000,3477.000,3524.000,3554.001,
Pakistan,NaN,1868.511,1936.947,1956.393,2101.803,2205.966,2111.559,2113.150,2064.169,2374.453,2369.523,2290.577,2353.845,2334.485,2334.629,2245.923,2263.226,2276.692,2346.497,2290.657,2188.487,2147.106,2193.943,2178.433,2197.391,2135.316,2123.224,2173.204,2117.468,2295.999,2254.276,2131.189,2228.406,2251.527,2290.496,2273.649,2280.632,2270.568,2235.120,2274.532,2234.303,2132.510,2067.587,2111.709,2127.490,2137.117,2151.498,2180.606,2175.492,2173.108,2373.000,2386.000,2379.000,2371.000,2431.000,2420.000,2462.000,2486.000,2483.000,2449.000,2484.000,2485.000,
Peru,2083.539*,2072.251,2089.347,1932.819,2109.532,2065.520,2082.746,2060.956,2013.074,2242.119,2132.624,2180.876,2111.781,2057.147,2078.011,2148.679,2093.652,2040.423,1895.399,2030.658,2021.934,2156.805,2136.009,2164.414,1962.947,2035.892,2206.984,2211.219,2220.515,2113.437,1991.170,2144.282,2101.149,2120.326,2162.561,2156.061,2224.580,2268.351,2204.544,2217.480,2307.908,2266.740,2285.317,2232.615,2255.674,2371.705,2402.989,2437.562,2509.206,2555.347,2579.999,2590.000,2653.000,2682.000,2715.999,2740.999,2734.000,2743.000,2766.999,2803.999,2822.999,2797.001,
Panama,NaN,2117.591,2038.404,2162.938,2161.086,2117.548,2179.675,2235.665,2256.113,2361.792,2203.157,2333.223,2134.312,2210.182,2398.935,2394.095,2103.649,2387.099,2153.463,2126.038,2137.457,2285.142,2324.842,2357.296,2369.514,2510.393,2553.302,2282.999,2227.804,2211.111,2272.845,2233.506,2336.911,2374.549,2378.883,2259.544,2287.258,2210.630,2428.597,2247.186,2169.830,2306.694,2388.851,2409.139,2291.409,2376.449,2389.099,2507.655,2564.661,2560.116,2688.999,2753.993,2796.992,2793.002,2792.996,2801.999,2838.001,2878.992,3043.001,3053.994,3015.006,3036.004,
Papua New Guinea,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2124.000,2154.001,2188.001,2204.999,2228.998,2187.999,2203.999,2212.999,2193.999,2194.999,2234.000,2204.001,
Philippines,1663.396*,1655.196,1607.443,1680.559,1701.030,1767.774,1739.674,1768.517,1753.319,1766.238,1732.118,1761.948,1827.377,1810.033,1912.076,1956.947,2013.006,2074.732,2117.727,2129.021,2225.045,2177.933,2165.351,2013.005,2115.317,2090.237,2111.731,2138.785,2144.046,2223.403,2271.303,2229.321,2261.780,2221.484,2326.700,2300.785,2371.998,2345.003,2288.956,2351.851,2382.604,2363.222,2383.238,2381.261,2450.049,2459.384,2498.704,2550.333,2558.053,2565.379,2454.000,2466.000,2503.000,2502.000,2522.000,2566.000,2638.000,2670.000,2755.000,2816.000,2796.000,2833.000,
Portugal,2454.072*,2476.578,2577.342,2684.903,2552.990,2831.785,2762.921,2919.500,2941.335,3026.731,3000.284,3031.078,2987.410,2972.354,3041.398,3021.504,3000.425,2974.590,2822.382,2761.808,2780.234,2771.588,2816.893,2829.487,2856.397,2987.298,3130.724,3287.129,3289.706,3315.016,3366.157,3406.194,3396.898,3463.081,3500.109,3471.731,3525.546,3405.207,3523.019,3571.657,3545.847,3530.900,3522.171,3511.447,3527.082,3526.868,3518.680,3526.810,3534.334,3503.576,3511.000,3491.003,3461.002,3441.998,3401.997,3464.001,3405.000,3434.001,3466.999,3485.000,3506.001,3525.997,
Oman,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2352.111,2320.452,2386.651,2287.801,2369.276,2342.778,2362.130,2287.026,2422.669,2467.277,2423.818,2530.673,2521.488,2584.904,2658.756,2725.346,2761.890,2794.179,2880.665,2987.251,3175.994,3057.988,3036.996,3042.994,3055.999,3049.997,2986.993,3059.998,3075.000,3084.001,3084.996,3045.998,
Nauru,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2985.601,3018.888,3028.432,
Nepal,NaN,1645.946,1648.133,1644.064,1656.956,1640.105,1615.426,1599.613,1642.302,1653.781,1640.284,1621.897,1595.847,1635.555,1627.460,1559.248,1620.609,1640.759,1673.651,1609.461,1623.799,1661.671,1618.981,1758.978,1773.707,1789.219,1741.803,1895.571,2075.197,2143.385,2017.306,2047.769,2050.302,2008.765,2074.189,2067.415,2053.674,2116.338,2099.313,2168.143,2130.592,2157.342,2168.418,2233.637,2275.223,2315.096,2298.643,2359.563,2431.408,2487.831,2530.000,2567.000,2618.999,2647.000,2678.000,2711.000,2804.000,2829.001,2811.999,2845.000,2900.001,2945.000,
New Zealand,2943.153*,2916.832,2951.904,2941.503,2946.123,2954.399,3068.340,2975.671,2951.146,2950.988,2953.739,3027.277,3060.561,3095.688,3093.197,3121.411,3215.536,3095.985,3109.785,3044.655,3062.838,3067.244,3081.166,2966.466,3062.015,3021.592,3160.959,3173.070,3140.011,3101.140,3257.587,3163.315,3161.316,3221.104,3169.843,3208.961,3189.168,3202.639,3186.220,3173.286,3175.250,3130.954,3131.606,3120.820,3155.132,3183.938,3154.780,3192.677,3218.365,3158.698,3142.996,3256.997,3229.996,3297.999,3235.994,3206.999,3181.995,3166.998,3190.001,3129.998,3149.000,3128.000,
Namibia,NaN,2265.146,2319.290,2322.413,2328.329,2335.863,2327.728,2319.663,2305.881,2300.201,2270.294,2284.702,2265.196,2257.965,2242.107,2213.893,2221.612,2245.456,2277.983,2313.575,2339.454,2342.565,2326.284,2286.348,2275.309,2216.410,2217.336,2292.982,2284.237,2151.266,2130.227,2141.591,2106.786,2066.141,2057.919,2094.568,2104.802,2161.618,2153.075,2260.839,2343.354,2364.334,2296.478,2323.918,2342.370,2316.278,2304.573,2294.644,2195.338,2136.857,2216.995,2259.997,2366.996,2401.992,2395.992,2455.990,2483.999,2506.990,2522.998,2574.992,2574.001,2564.000,
North Macedonia,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2333.698,2295.244,2668.759,2559.913,2559.083,2751.096,2869.222,2808.108,2768.973,2645.874,2734.209,2754.036,2886.002,2795.157,2844.550,3036.557,2978.121,3013.072,2976.003,2926.986,2947.992,2972.000,2927.996,2979.993,2998.008,2984.997,3030.990,3082.007,3125.988,3164.002,
Niger,NaN,1532.445,1539.212,1557.508,1594.506,1741.257,1740.115,1814.355,1934.447,1877.727,1851.308,1968.180,1831.408,1893.038,1897.785,1908.927,1982.942,2006.022,2015.812,2015.748,2051.717,2047.640,2087.804,2090.064,2036.571,1979.516,1944.523,1976.524,1997.420,2000.434,2110.184,1937.355,1918.108,1895.171,1855.565,1923.274,1964.593,2039.607,2057.332,2091.564,2201.277,2217.362,2190.456,2280.624,2332.269,2325.599,2325.525,2345.221,2403.062,2407.387,2540.999,2454.999,2497.000,2502.999,2501.000,2561.998,2590.999,2564.999,2641.000,2595.999,2643.999,2538.000,
Nigeria,NaN,1959.249,2038.814,1996.671,1963.526,1890.788,1745.736,1844.738,1839.778,1965.854,2013.182,1886.236,1673.639,1788.157,1900.478,1856.877,1774.852,1801.317,1808.865,1757.315,1878.024,1894.877,1884.289,1734.209,1762.428,1870.060,2015.344,1980.261,2027.437,2112.885,2201.272,2348.569,2443.960,2533.075,2507.038,2566.619,2560.833,2603.290,2634.979,2636.001,2610.532,2609.941,2597.802,2596.837,2640.287,2687.581,2705.841,2699.695,2702.012,2662.188,2572.000,2560.000,2546.000,2521.000,2576.000,2568.000,2558.000,2556.000,2532.000,2540.000,2509.000,2503.000,
Nicaragua,NaN,1894.846,1929.221,1941.860,1994.127,1993.606,2022.167,2055.722,2101.012,2046.042,2031.106,2004.290,1956.965,2009.474,1971.159,1992.651,2004.601,2053.048,1982.554,1924.678,1995.271,2101.280,1980.362,2031.572,2110.808,2133.501,2162.507,2097.129,2074.604,2041.886,1697.159,1763.420,1750.657,1817.675,1898.561,1938.811,1953.256,1937.237,2052.389,2067.108,2123.748,2294.014,2286.636,2316.794,2359.904,2400.141,2409.902,2465.950,2458.433,2461.151,2487.998,2517.998,2527.002,2515.001,2493.000,2496.996,2572.997,2599.998,2575.999,2609.000,2625.000,2653.998,
Netherlands,3006.790*,3018.390,3017.397,3038.060,2982.455,2955.802,3017.900,3060.320,3022.355,3027.585,3006.511,2996.245,3033.406,3088.522,3125.793,2959.859,3052.618,3086.490,3069.524,3101.519,3093.473,3012.871,3076.137,3067.567,3099.220,3110.290,3119.576,3140.610,3201.645,3139.853,3268.028,3332.093,3304.128,3314.265,3229.363,3358.192,3368.872,3265.368,3353.603,3274.801,3256.963,3247.560,3245.956,3142.251,3201.928,3238.981,3222.904,3247.223,3236.477,3217.819,3223.000,3225.000,3237.001,3233.999,3244.000,3274.000,3256.999,3272.999,3317.999,3468.000,3475.000,3464.001,
North Korea,NaN,1839.499,1857.725,1951.640,2016.981,1872.729,1928.211,1827.167,1842.766,2007.523,1990.915,2019.342,2011.830,2079.997,1995.363,2069.014,2179.929,2136.770,2132.823,2266.902,2119.591,2218.917,1942.548,1967.345,2009.443,2011.357,2115.503,2115.748,2065.239,2165.690,2301.004,2300.093,2159.611,2212.546,2182.372,2044.610,2025.058,2078.209,2067.694,2060.803,2098.573,2054.145,2145.962,2158.376,2177.451,2153.951,2117.522,2087.828,2075.732,2070.204,2079.000,2090.000,2098.000,2077.000,2098.999,2069.000,2051.999,2065.000,2004.000,2067.000,2030.000,1982.000,
Norway,2930.000,2783.773,2928.888,2802.152,2860.252,2900.382,2993.736,2950.510,3026.969,2998.809,3014.350,3045.628,3084.963,3085.451,2981.966,2967.910,3184.958,3166.930,3220.773,3261.874,3346.723,3329.049,3146.687,3157.428,3195.183,3194.427,3232.310,3302.234,3116.835,3182.666,3154.782,3222.086,3218.579,3220.403,3274.926,3224.498,3314.392,3334.793,3408.393,3420.951,3378.599,3418.743,3457.906,3433.110,3473.756,3520.235,3451.855,3472.398,3484.816,3475.891,3566.995,3558.996,3577.001,3560.002,3516.996,3457.002,3415.999,3415.996,3485.999,3531.997,3532.002,3508.999,
Macau,NaN,2614.893,2561.477,2555.452,2574.914,2323.320,2180.518,2026.399,1957.543,1883.118,1895.002,1881.783,2031.559,2120.183,2140.615,2133.186,2232.919,2340.831,2412.496,2614.882,2783.479,2920.159,3018.746,3059.554,2866.644,2808.642,2797.048,2703.588,2722.262,2854.421,2914.002,2843.921,2765.133,2774.840,2659.801,2737.278,2678.597,2590.836,2507.304,2472.968,2474.550,2511.526,2543.490,2580.971,2664.025,2716.275,2704.764,2743.693,2729.892,2729.074,2959.963,3074.925,3060.968,3103.937,3214.037,3199.984,3183.980,3199.990,3211.970,3193.952,2933.970,2923.974,
Madagascar,2413.197*,2439.289,2406.442,2460.232,2512.751,2485.063,2438.393,2465.821,2519.826,2524.150,2480.949,2545.700,2496.415,2459.908,2511.970,2495.287,2540.453,2419.848,2405.976,2361.841,2371.460,2377.627,2197.425,2345.077,2319.133,2308.734,2305.137,2220.161,2120.895,2128.188,2128.906,2037.531,2039.249,2035.453,1973.063,1966.181,1957.734,1958.505,1952.160,1946.335,1947.683,1936.505,1893.162,1923.537,1927.082,2004.952,2026.561,2037.726,2002.065,2004.265,2137.000,2152.000,2143.000,2093.999,2092.000,2059.000,2048.000,2028.000,2021.000,1995.000,1982.000,1979.000,
Moldova,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2411.182,2414.492,2376.775,2423.719,2381.449,2386.244,2387.615,2402.637,2414.990,2429.122,2458.350,2431.441,2442.279,2471.241,2539.068,2609.193,2659.716,2590.423,2298.412,2332.237,2321.931,2356.080,2347.473,2383.000,2428.432,2480.334,2536.868,2530.189,2485.265,2532.637,
Mali,NaN,1562.638,1610.326,1667.573,1616.249,1593.510,1594.958,1629.577,1734.901,1615.570,1826.196,1586.763,1555.149,1532.933,1655.699,1725.664,1697.200,1618.519,1528.075,1614.782,1532.885,1461.090,1633.525,1576.603,1665.631,1896.548,1995.382,1979.346,2116.773,2109.440,2136.784,2113.594,2105.206,2106.251,2102.311,2120.155,2159.889,2155.580,2219.395,2239.959,2237.697,2281.511,2274.450,2291.787,2305.162,2340.084,2401.226,2460.079,2507.314,2553.478,2750.999,2757.999,2772.000,2769.999,2730.998,2731.000,2747.000,2761.999,2750.999,2789.999,2809.999,2733.999,
Montenegro,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3195.461,3335.804,3413.212,3419.673,3367.957,3411.940,3287.984,3324.995,3303.943,3363.005,3419.979,3450.973,3460.006,3462.984,3481.956,3556.023,
Mongolia,NaN,1960.109,1885.018,1971.874,2132.432,2206.050,2229.632,2205.612,2117.921,2143.672,2187.541,2142.457,2138.219,2176.717,2164.273,2179.611,2276.885,2216.072,2298.006,2325.811,2334.245,2322.657,2327.016,2373.378,2333.184,2236.613,2313.122,2255.752,2299.851,2274.422,2281.568,2205.825,1857.205,1846.034,1835.493,2004.787,2004.364,1992.946,2056.101,2088.845,2129.047,2170.806,2181.895,2179.112,2193.136,2224.602,2268.282,2332.430,2374.192,2455.855,2438.994,2532.994,2587.996,2567.991,2605.995,2700.995,2731.992,2659.998,2852.996,2856.996,2948.000,3051.998,
Malawi,NaN,1957.092,1957.278,2048.646,2157.904,2190.553,2171.752,2131.401,2201.677,2185.465,2298.719,2363.262,2338.763,2409.812,2408.027,2386.569,2388.775,2368.519,2338.213,2272.959,2211.232,2220.810,2186.865,2056.973,1963.486,1982.728,1958.244,1960.875,1981.159,1930.183,1894.417,1879.225,1736.576,1795.424,1848.503,1974.511,1986.184,2035.735,2109.600,2186.753,2221.982,2259.136,2199.276,2195.088,2193.514,2220.089,2301.810,2330.131,2359.485,2355.294,2574.999,2582.999,2612.000,2608.001,2580.000,2624.999,2595.999,2606.000,2612.999,2597.000,2642.000,2633.000,
Mozambique,NaN,2067.963,2098.126,2036.375,2086.745,2101.563,2075.976,2080.198,1989.666,2069.961,2021.707,2096.214,2026.661,2149.726,2059.960,2006.080,2048.950,1976.745,1952.086,1956.690,1982.960,1924.622,1859.859,1815.958,1871.861,1912.474,1748.844,1806.402,1870.974,1778.821,1843.952,1754.016,1758.323,1777.987,1744.992,1893.880,1986.262,2018.941,2037.229,2053.075,2046.837,2045.551,2109.239,2166.823,2136.845,2118.555,2197.636,2170.163,2254.879,2254.193,2356.999,2370.999,2277.999,2183.999,2021.001,1902.000,1810.999,1922.999,2055.000,2082.000,2142.000,2170.000,
Mauritania,NaN,2301.606,2270.592,2244.232,2233.637,2208.720,2231.591,2221.003,2164.095,2144.177,2037.512,2006.160,1932.230,2041.362,2020.696,2000.990,2032.200,2075.300,2153.443,2091.546,2171.642,2202.082,2227.182,2496.835,2457.342,2491.227,2492.687,2529.196,2534.740,2564.175,2519.362,2535.905,2531.273,2562.372,2477.330,2524.865,2576.389,2613.254,2654.475,2644.430,2644.678,2652.725,2689.691,2789.760,2694.628,2745.630,2735.440,2878.556,2934.597,2922.747,2830.998,2873.000,2932.990,2910.996,2917.992,2906.996,2886.996,2906.001,2940.995,2950.998,2961.997,2970.993,
Myanmar (Burma),1467.399*,1433.265,1489.235,1515.584,1558.285,1529.266,1434.559,1441.310,1448.293,1431.602,1448.701,1474.870,1437.238,1462.235,1507.316,1493.462,1512.088,1543.692,1587.278,1613.987,1597.773,1673.921,1740.127,1754.064,1783.394,1740.166,1711.575,1708.163,1652.420,1543.846,1781.581,1779.405,1782.671,1831.136,1810.149,1871.123,1893.766,1952.644,1952.743,1953.573,2032.249,2079.450,2121.773,2173.285,2205.150,2246.998,2317.686,2394.266,2490.992,2528.850,2669.000,2657.999,2668.999,2683.999,2728.000,2754.000,2772.000,2786.000,2777.000,2774.000,2823.000,2817.999,
Malaysia,NaN,2524.065,2548.141,2572.984,2549.845,2548.556,2547.358,2564.383,2623.236,2700.796,2737.171,2677.729,2708.608,2763.906,2798.767,2751.082,2768.596,2785.424,2810.054,2865.466,2892.266,2870.581,2861.570,2888.720,2898.208,2785.907,2768.180,2717.130,2734.687,2737.175,2752.901,2750.819,2868.304,2892.571,2925.515,3001.164,3004.691,2984.202,2960.093,2978.604,2899.918,2864.918,2805.202,2811.119,2831.544,2783.326,2789.671,2808.816,2750.500,2796.018,2827.000,2863.999,2887.999,2851.001,2842.001,2892.000,2888.001,2928.000,2940.000,2948.999,2998.000,2962.000,
