country_name, 1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,
Morocco,2124.587*,2149.553,2174.784,2179.502,2251.544,2288.311,2204.259,2256.428,2343.267,2452.346,2438.298,2522.441,2493.642,2511.388,2564.979,2671.329,2596.612,2645.007,2667.206,2732.490,2672.271,2714.936,2779.841,2760.874,2825.645,2856.681,2977.143,2967.457,3051.494,3001.922,3106.115,3089.201,2921.345,2899.548,3025.126,2977.964,3116.219,3123.551,3177.198,3098.514,3079.689,3126.794,3154.988,3194.980,3243.756,3173.668,3224.531,3192.123,3200.690,3214.292,3267.000,3316.999,3332.001,3337.000,3383.999,3374.001,3405.999,3359.999,3411.999,3386.000,3351.000,3381.999,
Mexico,2426.442*,2453.563,2436.736,2448.525,2500.845,2513.175,2553.080,2597.296,2630.291,2647.420,2675.251,2670.368,2711.132,2752.575,2776.285,2854.521,2822.882,2859.377,2935.555,2966.374,3116.285,3259.571,3254.308,3228.718,3165.636,3222.633,3182.677,3080.016,3154.903,3129.927,3127.280,3151.748,3168.184,3181.768,3182.874,3145.853,3174.387,3151.227,3156.335,3167.176,3223.196,3269.543,3281.551,3279.784,3267.386,3218.758,3229.662,3250.664,3227.315,3190.248,3177.000,3152.000,3156.000,3149.000,3185.000,3196.000,3219.000,3225.000,3232.000,3270.000,3271.000,3278.000,
Malta,NaN,2633.037,2652.525,2724.681,2775.793,2887.451,2825.114,2865.423,2992.800,3029.154,3030.419,3047.067,3034.682,2983.406,2956.713,3103.840,3177.461,3167.921,3168.907,3153.860,3220.931,3171.615,3087.943,3125.104,3029.813,3116.950,3002.755,3104.914,3216.945,3247.543,3099.377,3257.060,3230.874,3231.119,3275.227,3397.308,3410.345,3405.236,3448.267,3459.263,3404.326,3398.816,3386.713,3411.008,3406.602,3408.282,3415.473,3426.501,3432.915,3439.918,3470.934,3447.943,3459.984,3460.913,3385.932,3409.963,3368.878,3435.950,3396.000,3325.894,3308.974,3333.994,
Mauritius,NaN,2323.236,2369.855,2334.865,2365.132,2281.932,2317.552,2272.729,2265.475,2205.595,2338.323,2364.197,2371.314,2380.959,2426.466,2486.333,2503.846,2568.237,2635.153,2697.692,2652.545,2706.677,2647.902,2610.611,2637.661,2661.389,2713.470,2701.772,2676.467,2679.653,2697.396,2697.402,2724.153,2703.193,2752.068,2817.104,2796.210,2758.116,2791.852,2792.158,2830.130,2876.196,2869.304,2866.706,2922.938,2901.249,2907.844,2953.523,2877.047,2994.956,3027.960,2991.002,2974.970,2967.981,2968.995,2968.979,2951.002,2980.993,2987.986,3025.991,3065.000,3062.972,
Maldives,NaN,1508.887,1534.682,1524.689,1525.273,1597.365,1614.628,1615.021,1584.691,1582.519,1642.630,1630.558,1574.776,1708.544,1697.121,1669.102,1790.033,1810.008,1900.333,2000.125,2113.414,2144.964,2200.870,2195.742,2209.644,2230.420,2259.921,2185.374,2207.149,2332.702,2198.635,2264.379,2254.773,2298.578,2383.262,2297.080,2304.899,2282.605,2323.309,2384.674,2352.948,2394.633,2420.516,2324.487,2366.172,2386.733,2301.332,2362.563,2380.468,2385.515,2594.936,2602.930,2612.919,2641.927,2670.961,2701.938,2721.922,2613.950,2565.932,2575.959,2544.946,2587.955,
Libya,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3088.000,3070.998,3117.995,3147.996,3100.996,3130.994,3128.999,3127.996,3144.999,3180.002,3138.997,3178.000,
Latvia,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3199.422,3179.502,3074.798,2974.777,2908.723,2844.379,2792.273,2802.310,2759.931,2879.496,2993.180,3038.577,3069.587,3133.735,3202.916,3147.841,3138.780,3152.701,3142.990,3163.994,3141.008,3226.998,3205.000,3188.998,3199.005,3206.998,3247.997,3266.014,3241.988,3279.990,
Lebanon,NaN,2434.273,2481.812,2444.612,2471.777,2477.386,2454.061,2478.849,2506.847,2437.153,2416.779,2418.446,2417.035,2415.486,2409.932,2332.343,2088.268,1976.197,2179.966,2457.551,2484.839,2414.454,2462.995,2495.715,2484.431,2433.300,2385.655,2367.147,2414.115,2454.886,2431.696,2462.494,2451.744,2470.423,2512.736,2520.069,2504.453,2540.629,2509.063,2512.215,2461.824,2536.937,2585.606,2619.562,2674.751,2680.869,2703.936,2739.853,2678.121,2696.868,3090.001,3044.999,3050.001,3000.995,2965.998,2923.999,2928.996,2925.998,2923.999,2888.999,2896.998,2893.002,
Liberia,NaN,1987.274,2021.379,2098.370,2115.076,2099.486,2228.181,2133.255,2182.872,2062.055,2315.938,2401.089,2290.671,2323.037,2331.252,2213.077,2337.738,2473.732,2456.519,2506.969,2432.658,2480.979,2541.510,2436.669,2396.702,2389.522,2396.635,2315.911,2307.295,2220.002,2058.521,2504.670,2266.600,1994.924,1964.657,1930.071,1983.609,2153.336,2078.014,2057.177,2119.633,2049.856,2073.018,2076.812,2133.909,2162.430,2072.889,2079.607,2161.735,2182.972,2133.001,2116.001,2121.996,2093.996,2130.995,2119.000,2155.997,2177.999,2142.997,2130.000,2107.999,2096.999,
Luxembourg,3017.367*,3028.981*,3040.595*,3052.209*,3063.822*,3075.436*,3087.050*,3098.664*,3110.278*,3121.892*,3133.506*,3145.120*,3156.734*,3168.348*,3179.961*,3191.575*,3203.189*,3214.803*,3226.417*,3238.031*,3249.645*,3261.259*,3272.873*,3284.487*,3296.100*,3307.714*,3319.328*,3330.942*,3342.556*,3354.170*,3365.784*,3377.398*,3389.012*,3400.626*,3412.239*,3423.853*,3435.467*,3447.081*,3458.695*,3470.309*,3481.923,3474.099,3468.999,3455.366,3444.812,3450.261,3457.500,3472.715,3499.195,3511.874,3468.966,3457.020,3429.961,3429.013,3415.969,3379.970,3365.971,3378.944,3406.944,3512.938,3476.995,3470.946,
Laos,NaN,1951.071,1922.601,1944.952,1993.556,2016.302,2037.784,2033.691,2040.335,1988.708,2026.332,2031.446,2024.478,2016.903,1978.919,1954.990,1960.930,2031.761,1954.763,1917.408,1926.434,1920.153,1931.450,1899.254,1872.047,1876.546,1899.652,1926.977,1870.326,1902.451,1982.568,1959.848,1931.891,1932.234,1960.497,1953.370,2006.103,2014.836,2032.058,2022.940,2099.300,2073.158,2113.708,2153.149,2182.510,2244.977,2223.915,2267.308,2247.148,2326.127,2350.998,2451.000,2427.998,2502.002,2600.993,2678.000,2673.998,2723.998,2739.001,2724.997,2728.001,2718.002,
Lithuania,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2900.081,2728.413,2692.151,2734.117,2913.266,3086.606,3101.188,3043.271,3070.775,3178.881,3187.667,3201.118,3273.019,3374.169,3378.449,3473.266,3433.104,3384.374,3186.999,3267.000,3244.000,3306.999,3331.002,3314.996,3320.993,3322.998,3278.002,3295.997,3335.001,3354.998,
Lesotho,NaN,2291.050,2252.515,2308.409,2224.383,2247.294,2142.376,2121.779,2083.916,2029.338,2031.748,2070.430,1990.801,1910.519,2005.590,1966.972,2046.645,2131.371,2197.264,2129.348,2097.425,2147.441,2094.605,2148.655,2103.149,2093.900,2083.345,2040.748,2046.947,2068.345,2071.444,2121.410,2127.570,2134.336,2171.318,2082.217,2147.427,2190.623,2226.974,2266.038,2286.300,2326.567,2374.254,2399.198,2447.077,2500.239,2546.708,2524.544,2528.489,2544.478,2497.998,2511.992,2469.998,2324.991,2194.988,2071.988,2085.994,2161.998,2184.990,1986.991,1800.997,2034.987,
Kiribati,NaN,1706.477,1773.109,1784.977,1809.813,1803.262,1864.511,1956.664,1986.098,1994.196,2059.317,2107.874,2148.487,2223.769,2227.744,2304.620,2322.737,2363.838,2494.923,2608.563,2616.421,2538.792,2546.121,2478.837,2464.043,2490.258,2443.478,2446.017,2450.655,2387.117,2477.535,2551.999,2552.873,2593.882,2495.329,2614.869,2603.201,2593.389,2644.698,2652.407,2655.178,2675.591,2657.021,2649.222,2626.378,2690.439,2668.225,2638.311,2632.164,2663.271,2958.699,3010.534,3039.728,3035.839,3076.411,3112.813,3096.504,3066.541,3091.595,3124.698,3082.683,3096.688,
Kazakhstan,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2776.799,2763.876,2769.826,2716.513,2717.893,2722.462,2617.438,2639.392,2685.360,2753.401,2798.006,2844.044,2860.023,2918.266,2957.297,3040.506,3062.364,3026.444,3122.000,3170.000,3166.000,3195.999,3171.001,3155.001,3164.999,3251.998,3350.000,3371.000,3382.998,3366.001,
Kuwait,NaN,2177.119,2262.251,2216.599,2368.000,2397.585,2490.230,2459.074,2462.636,2395.670,2398.196,2354.165,2424.162,2387.848,2393.208,2431.469,2533.589,2576.597,2622.086,2688.742,2700.918,2678.550,2754.287,2736.151,2737.875,2676.076,2744.906,2818.395,2857.097,2863.013,2843.513,2836.869,2587.813,2646.503,2939.283,3077.662,3039.133,3100.228,3177.019,3288.494,3383.677,3463.335,3446.064,3525.136,3576.237,3672.928,3668.324,3639.700,3579.644,3539.622,3547.995,3571.992,3490.992,3453.000,3462.991,3474.996,3417.000,3444.997,3432.000,3469.996,3481.991,3495.999,
Kenya,NaN,2336.619,2323.468,2195.966,2228.974,2328.506,2300.777,2272.464,2282.681,2323.327,2255.677,2255.283,2304.249,2262.398,2279.700,2283.903,2326.336,2349.855,2363.149,2320.985,2304.456,2283.543,2278.267,2228.960,2059.530,2207.335,2251.518,2164.201,2097.952,2135.301,2068.026,2051.988,1956.799,1919.214,2096.454,2096.259,2093.353,2058.225,2088.705,2112.618,2077.784,2087.157,2036.650,2012.183,2024.508,2157.563,2151.153,2094.202,2083.756,2136.066,2182.000,2191.999,2216.000,2243.000,2241.000,2246.999,2186.000,2204.000,2238.000,2301.000,2262.000,2218.000,
Kyrgyzstan,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2656.012,2407.659,2423.453,2381.688,2475.968,2640.343,2504.052,2532.382,2405.620,2460.234,2477.291,2588.204,2676.061,2672.892,2576.458,2600.561,2604.613,2661.633,2674.995,2714.001,2736.998,2732.999,2717.997,2722.998,2678.999,2728.997,2765.994,2762.999,2732.996,2694.999,
Jordan,NaN,4089.898,4080.991,4067.123,3847.582,3872.031,3759.596,3391.429,2294.345,2341.964,2298.587,2333.000,2329.844,2274.346,2291.596,2249.467,2383.719,2447.264,2529.777,2577.768,2615.490,2656.635,2651.995,2626.420,2649.571,2681.348,2614.797,2629.168,2613.583,2558.700,2673.402,2723.183,2651.243,2646.869,2553.670,2603.705,2568.023,2642.539,2606.865,2521.875,2571.038,2658.480,2730.533,2841.075,2873.463,2877.577,2817.463,2728.632,2737.663,2824.998,2844.999,2801.000,2830.998,2814.997,2830.000,2807.000,2766.000,2723.999,2582.001,2515.999,2329.999,2150.999,
Jamaica,NaN,1901.461,2014.286,2032.725,2182.341,2191.206,2219.674,2348.457,2357.225,2358.268,2506.284,2575.374,2670.448,2548.614,2633.100,2658.758,2694.936,2644.228,2707.668,2579.624,2647.594,2582.007,2516.453,2531.766,2612.786,2537.484,2566.247,2614.245,2528.169,2578.678,2611.151,2545.005,2587.623,2661.913,2668.673,2633.334,2665.624,2648.493,2665.227,2685.876,2697.447,2776.248,2783.084,2805.724,2794.068,2800.358,2798.583,2798.003,2754.722,2756.669,2761.996,2779.001,2774.001,2814.996,2800.998,2830.995,2780.001,2857.992,2888.998,2915.994,2840.002,2881.999,
Japan,2419.998*,2472.081,2518.462,2553.861,2575.705,2563.981,2589.164,2640.880,2650.955,2651.918,2692.632,2685.943,2739.797,2731.727,2702.387,2677.182,2711.490,2733.064,2747.731,2764.389,2757.271,2713.676,2780.189,2799.675,2799.973,2834.307,2846.625,2865.477,2908.301,2934.326,2913.742,2901.580,2913.091,2899.723,2908.162,2897.862,2941.054,2915.178,2871.131,2872.413,2874.106,2864.178,2829.407,2820.193,2822.004,2810.862,2761.359,2800.331,2717.806,2659.047,2655.000,2663.000,2712.000,2715.000,2701.000,2684.000,2682.000,2701.000,2672.000,2732.000,2674.000,2659.000,
Iceland,3256.215*,3255.309,3333.474,3107.709,3140.305,3150.716,3076.481,2953.023,2899.500,2872.829,3008.876,2962.679,3079.747,2953.639,2944.015,2973.909,3034.469,3048.401,3112.919,3204.929,3163.171,3301.558,3177.323,3171.693,3194.910,3155.289,3302.568,3220.504,3113.997,3134.888,3056.688,3104.979,3090.843,3063.294,3109.567,3102.993,3041.688,3126.749,3136.409,3164.166,3146.748,3134.260,3205.077,3238.166,3297.157,3322.586,3366.485,3381.945,3333.896,3342.804,3281.835,3281.815,3336.917,3336.835,3368.897,3441.917,3549.032,3606.885,3619.990,3656.828,3633.881,3611.922,
Israel,NaN,3074.678,3090.017,3000.030,3067.405,3005.899,3061.633,3094.036,3118.071,3113.033,3068.296,3193.288,3156.533,3234.325,3155.930,3145.834,3187.688,3192.129,3124.188,3118.933,3099.321,3145.554,3283.526,3255.021,3214.178,3242.825,3245.471,3290.021,3177.992,3137.838,3185.569,3214.675,3262.151,3247.162,3235.774,3372.196,3424.052,3438.809,3436.106,3422.114,3493.199,3540.629,3629.530,3505.916,3550.737,3573.415,3585.234,3513.841,3539.169,3550.262,3608.001,3611.000,3613.005,3622.002,3643.001,3576.001,3561.998,3602.002,3614.997,3643.999,3684.001,3701.001,
Iraq,NaN,1786.204,1911.877,2016.148,2060.545,2080.189,2079.344,2108.207,2117.982,2141.407,2167.304,2185.536,2108.435,2127.319,2164.173,2212.758,2238.736,2308.264,2467.731,2590.722,2675.928,2827.517,2954.515,3030.493,3168.726,3283.507,3378.086,3389.453,3380.269,3371.221,3223.170,2377.600,2268.733,2241.858,2171.214,2141.391,2112.448,2038.174,2056.767,2084.136,2103.823,2173.446,2183.964,2159.751,2266.322,2242.727,2304.879,2385.650,2375.078,2430.842,2226.639,2230.928,2197.477,2213.774,2211.201,2203.481,2218.920,2234.359,2260.948,2282.391,2295.258,2304.692,
Ivory Coast,NaN,2178.042,2266.141,2335.988,2400.174,2444.898,2433.034,2426.572,2534.591,2508.766,2545.829,2491.199,2463.571,2438.275,2434.998,2600.383,2615.276,2651.455,2716.687,2877.316,2904.711,2979.894,2941.579,2853.603,2903.748,2842.261,2830.977,2729.302,2733.907,2668.521,2610.264,2616.564,2611.724,2528.067,2538.396,2558.115,2577.478,2620.868,2569.586,2556.990,2508.037,2499.352,2513.899,2508.995,2531.169,2555.431,2534.453,2528.730,2470.511,2453.115,2627.000,2680.999,2669.000,2693.000,2641.001,2719.000,2740.000,2771.999,2792.000,2845.001,2886.000,2919.000,
Ireland,3380.449*,3389.153,3395.262,3417.492,3422.182,3424.918,3413.639,3439.466,3432.069,3447.081,3464.645,3511.496,3469.548,3509.143,3547.049,3494.623,3454.169,3539.623,3616.760,3575.625,3603.047,3570.121,3640.178,3578.783,3571.504,3605.792,3636.952,3610.784,3622.857,3635.073,3671.445,3610.878,3642.172,3550.210,3602.725,3540.902,3638.277,3712.186,3706.325,3734.949,3761.656,3757.948,3621.407,3639.450,3620.888,3516.102,3495.713,3476.231,3501.233,3499.738,3584.007,3626.997,3618.000,3634.000,3700.004,3772.997,3818.999,3905.992,3936.003,3907.999,3887.998,3861.004,
Iran,NaN,1792.946,1787.570,1829.205,1897.030,1904.163,2048.782,2064.387,2192.219,2061.343,2115.633,2045.541,2180.231,2331.238,2405.693,2432.555,2459.348,2490.219,2524.446,2598.098,2681.465,2715.565,2676.567,2758.991,2740.616,2727.253,2744.294,2832.110,2772.252,2923.828,2912.369,2914.685,2970.738,3071.720,3050.498,3030.621,3044.202,3094.091,3112.289,3104.392,3067.060,3044.339,3043.972,3062.283,3100.534,3072.660,2987.425,3006.629,2984.993,3025.920,2943.999,2853.000,2949.000,2982.000,2991.000,2943.000,2944.000,2877.000,2845.000,2918.000,2919.000,2895.000,
Italy,2730.000,2961.164,3026.044,3097.680,3089.462,3131.008,3154.349,3229.087,3293.173,3336.943,3462.998,3449.104,3492.074,3575.837,3483.928,3393.062,3387.272,3324.645,3502.243,3608.411,3596.061,3502.252,3388.452,3359.859,3412.341,3422.170,3505.487,3535.103,3546.557,3562.050,3591.768,3651.887,3546.791,3477.125,3493.918,3513.049,3569.384,3579.558,3668.274,3690.324,3669.262,3684.204,3686.221,3648.923,3651.464,3595.936,3665.208,3661.550,3634.442,3638.708,3675.000,3668.000,3660.000,3659.000,3533.000,3539.000,3541.000,3552.001,3549.000,3647.999,3688.000,3732.999,
Indonesia,NaN,1824.865,1823.212,1804.758,1845.043,1834.860,1822.735,1828.662,1846.797,1877.766,1909.557,1941.578,1968.889,2048.569,2063.490,2048.245,2021.385,2066.550,2102.763,2159.460,2195.512,2272.048,2273.002,2331.686,2355.128,2370.374,2397.361,2444.095,2537.481,2553.242,2292.733,2310.558,2369.343,2383.857,2422.290,2500.131,2493.898,2442.114,2427.820,2407.956,2377.585,2366.586,2394.466,2413.412,2420.204,2421.358,2439.216,2480.278,2504.509,2565.256,2599.000,2655.000,2699.000,2740.000,2817.000,2794.000,2889.000,2962.000,2920.000,2913.000,2924.000,2916.000,
India,1993.352*,2020.021,2056.121,1971.689,1989.076,1922.651,1930.133,1982.360,2001.443,2027.298,2102.286,1982.340,1978.056,2039.429,1932.536,2055.731,1921.288,2106.806,2151.454,2030.305,2000.117,2062.448,2035.329,2214.393,2220.382,2162.135,2162.878,2174.633,2276.285,2365.229,2201.045,2290.300,2323.170,2256.157,2275.490,2303.574,2319.844,2340.933,2329.362,2362.312,2340.982,2290.901,2240.047,2233.746,2205.096,2215.946,2276.097,2338.276,2362.495,2348.879,2362.000,2397.000,2393.000,2428.000,2458.000,2431.000,2482.000,2523.000,2535.000,2537.000,2550.000,2569.000,
Hong Kong,NaN,2588.177,2650.515,2709.852,2730.171,2747.506,2773.453,2787.901,2829.507,2814.934,2883.130,2909.582,2915.757,2905.237,2869.220,2848.070,2883.166,2904.995,2910.064,2976.565,2963.237,3013.433,3038.075,3074.588,3063.404,3072.881,3102.722,3161.311,3193.336,3222.271,3155.723,3150.708,3043.220,3095.352,3143.146,3199.990,3132.821,3122.026,3058.318,3094.847,3096.020,3123.444,3153.815,3188.481,3199.188,3205.469,3222.870,3215.192,3202.998,3214.809,3114.001,3130.996,3084.999,3077.004,3107.000,3052.998,3094.002,3150.005,3177.999,3190.999,3099.002,3050.000,
Hungary,2840.085*,2871.477,3054.288,3081.085,3058.585,3100.885,3295.274,3135.853,3168.144,3241.765,3259.651,3280.575,3216.468,3271.924,3386.956,3386.670,3294.817,3286.122,3329.173,3285.376,3396.039,3416.048,3431.606,3439.098,3406.497,3431.817,3446.950,3604.403,3533.955,3500.312,3382.935,3203.533,3280.396,3106.972,3031.432,2956.090,2935.592,3015.246,3014.459,3005.665,3178.823,3099.486,3081.241,3068.242,3199.431,3277.293,3284.498,3170.248,3156.066,3147.033,3040.999,3055.001,2999.999,3023.001,3066.998,3172.000,3196.998,3232.000,3291.000,3309.000,3368.000,3421.002,
Honduras,NaN,1820.584,1799.278,1818.355,1821.907,1878.705,1933.431,1980.014,1988.679,2026.065,2006.581,1960.069,1929.693,1959.547,1933.713,1997.537,2024.018,2009.501,1975.486,1963.130,1992.200,2045.087,1956.324,2022.053,2023.703,2066.989,2086.518,2115.514,2173.438,2218.729,2242.750,2209.135,2249.880,2254.072,2273.373,2298.239,2307.202,2290.095,2284.491,2258.999,2219.271,2282.436,2289.360,2284.221,2271.276,2270.903,2298.663,2327.007,2352.468,2342.805,2573.998,2599.997,2594.000,2590.002,2541.999,2563.000,2602.001,2602.999,2625.999,2632.999,2617.999,2667.001,
Haiti,NaN,1897.568,1931.720,1932.816,1872.161,1946.294,1915.970,1907.406,1880.352,1891.407,1886.885,1889.434,1912.927,1939.487,1938.186,1937.320,1974.400,1938.677,1968.139,1978.572,1969.683,2012.361,1986.102,1977.468,1920.461,1945.688,1922.758,1843.565,1785.068,1741.208,1793.584,1800.899,1770.468,1761.473,1749.613,1809.642,1859.378,1890.306,1973.616,2009.388,2009.004,1943.417,1945.579,1911.035,1924.519,1914.828,1967.717,1989.482,2027.198,2067.273,2149.999,2143.998,2124.000,2154.001,2212.000,2213.999,2165.001,2172.999,2127.999,2112.000,2096.999,2075.999,
Guinea,NaN,1986.730,1967.418,1961.963,2073.768,2035.717,2028.508,2024.723,2011.144,1972.656,2013.598,2025.046,1986.050,2083.147,2043.687,2057.427,2059.419,2083.844,2124.150,2176.318,2127.902,2201.024,2121.529,2122.346,2212.190,2204.809,2253.388,2248.106,2327.515,2339.324,2302.213,2324.486,2413.802,2463.029,2495.661,2494.332,2478.087,2425.499,2394.502,2444.081,2474.737,2453.947,2485.655,2518.394,2539.422,2559.506,2628.643,2636.169,2672.675,2691.240,2453.001,2527.000,2566.999,2615.999,2660.002,2641.999,2663.000,2697.000,2754.998,2813.001,2858.999,2902.000,
Guinea Bissau,NaN,1778.076,1724.245,1746.525,1800.836,1898.350,1939.402,1898.010,1762.708,1857.974,1770.803,1921.192,1900.185,1926.165,1961.278,1981.445,1972.992,1956.754,1970.841,1905.909,1987.278,2111.103,2119.932,2132.648,2143.109,2372.838,2290.485,2315.361,2283.195,2274.001,2349.357,2428.990,2470.643,2377.367,2392.350,2383.612,2299.134,2240.542,2213.659,2230.758,2327.041,2355.713,2352.084,2303.729,2330.705,2342.664,2314.987,2345.838,2348.214,2313.490,2265.991,2233.993,2223.000,2190.991,2146.990,2121.987,2132.995,2250.994,2151.995,2181.000,2161.990,2166.990,
Gambia,NaN,1898.697,1891.258,1895.809,1882.158,2002.746,1923.415,1957.641,1970.563,1965.704,1891.170,1920.864,1759.975,1752.118,1661.100,1537.698,1564.151,1546.911,1599.382,1594.691,1646.592,1712.990,1750.155,1818.766,1854.477,2028.476,2206.126,2173.768,2155.651,2123.766,2222.389,2229.867,2171.873,2128.477,2046.678,2053.631,2048.789,2118.789,2014.280,2145.940,2214.276,2158.974,2107.885,2114.456,2128.273,2113.468,2075.825,2196.181,2244.078,2271.942,2663.995,2635.993,2619.987,2582.993,2532.997,2543.992,2518.998,2526.990,2442.004,2474.998,2453.986,2432.998,
Georgia,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1967.255,1960.842,2018.901,2480.686,2666.209,2808.915,2804.168,2849.336,2854.069,2980.133,3129.796,3254.038,3284.780,3369.934,3236.852,3285.672,3383.940,3364.219,2808.997,2824.995,2838.001,2847.996,2867.006,2947.996,2861.999,2861.997,2977.998,3056.997,3044.998,3053.997,
Ghana,NaN,1947.363,1887.993,1809.782,1840.094,1844.084,1956.106,2056.650,1987.341,1990.058,2082.823,2075.714,2002.836,2040.327,2073.979,1944.281,1811.358,1605.851,1552.800,1489.788,1447.519,1440.164,1359.329,1399.030,1630.529,1663.748,1722.110,1828.453,1805.310,1821.150,1637.442,1984.405,2017.646,2178.133,2216.777,2259.612,2287.082,2303.222,2330.294,2363.093,2402.722,2449.409,2530.639,2540.425,2550.945,2614.905,2683.331,2663.215,2802.526,2879.035,2924.000,2896.000,2888.000,2866.001,2854.000,2791.999,2770.000,2862.999,2945.999,3009.999,3042.000,3078.999,
Guyana,NaN,2258.540,2262.900,2212.747,2277.326,2211.212,2254.023,2251.090,2258.165,2290.047,2284.861,2284.346,2285.477,2384.634,2418.446,2426.035,2479.736,2480.240,2471.426,2391.574,2434.281,2497.100,2438.864,2491.738,2425.633,2403.893,2416.707,2441.349,2361.009,2334.139,2288.174,2299.874,2342.717,2385.570,2454.375,2501.555,2512.404,2599.856,2609.852,2616.889,2678.780,2715.110,2696.514,2687.585,2673.892,2691.552,2683.234,2707.368,2674.269,2726.818,2609.976,2641.982,2742.000,2731.985,2826.977,3016.948,3024.972,3078.939,3130.968,3106.957,3150.972,3193.996,
Guatemala,NaN,1829.032,1856.632,1897.191,1953.636,1956.502,1958.532,1963.537,1973.345,2002.827,2015.157,1988.104,1999.048,2055.667,2037.891,2120.351,2074.025,2116.426,2132.468,2138.407,2165.092,2393.833,2269.775,2126.726,2018.139,2193.624,2338.698,2313.386,2319.471,2180.957,2304.508,2262.665,2218.207,2264.020,2281.734,2192.741,2155.928,2042.014,2059.999,2043.601,2062.105,2120.077,2258.445,2250.326,2236.404,2300.653,2339.844,2379.359,2321.618,2412.368,2473.999,2483.999,2484.001,2478.999,2482.999,2522.001,2560.999,2605.001,2587.001,2636.000,2712.001,2756.999,
Gabon,NaN,1852.624,1864.597,1819.457,1812.639,1825.665,1859.802,1908.512,1960.092,1914.658,1923.251,1952.713,1918.714,1905.412,2062.762,2149.105,2168.387,2226.016,2281.968,2206.046,2202.969,2202.316,2276.738,2333.342,2396.323,2374.381,2384.951,2340.354,2397.748,2381.181,2268.664,2464.279,2406.380,2442.224,2371.535,2451.743,2538.763,2530.699,2564.848,2613.164,2615.845,2588.584,2532.273,2540.526,2543.599,2567.253,2554.147,2531.219,2459.018,2479.383,2701.989,2748.988,2767.983,2757.000,2756.003,2752.995,2679.000,2634.994,2654.996,2605.002,2615.985,2594.994,
Germany,2960.000,2866.468,2929.049,2916.859,3004.664,3036.462,3038.822,3032.666,3094.016,3078.516,3140.306,3149.850,3184.941,3208.834,3154.995,3165.874,3242.260,3197.406,3314.731,3338.315,3336.251,3330.068,3393.394,3433.523,3445.970,3478.428,3460.837,3434.321,3453.642,3450.674,3306.885,3373.969,3452.053,3267.631,3287.200,3330.091,3381.680,3256.141,3364.647,3356.758,3416.190,3448.336,3521.322,3491.733,3519.388,3561.464,3575.396,3631.057,3610.644,3598.154,3596.000,3627.000,3578.000,3566.000,3556.000,3591.000,3575.999,3568.000,3607.000,3635.000,3642.000,3633.999,
Grenada,NaN,1656.998,1736.174,1781.300,1860.166,1919.534,1979.668,1986.464,2018.400,2068.013,2131.802,2097.325,2077.195,2062.389,1964.077,1940.589,1976.033,2077.491,2114.758,2139.535,2118.579,2128.834,2109.433,2058.987,2067.589,2093.564,2111.804,2320.128,2355.383,2398.658,2417.782,2367.817,2357.472,2375.438,2340.834,2306.029,2291.383,2293.389,2209.916,2127.938,2107.556,2164.825,2173.882,2169.435,2236.248,2213.788,2226.907,2229.103,2242.762,2234.999,2363.627,2366.732,2362.593,2339.720,2367.679,2405.717,2479.938,2469.714,2531.730,2497.654,2539.754,2608.707,
